trial_index,subject,age,gender,lextale,rt,valence,condition,practice,acc,ctest
4,30,19,PNA,97.5,3970,negative,concrete,no,1,37
5,30,19,PNA,97.5,5858,negative,abstract,no,1,37
6,30,19,PNA,97.5,4490,negative,abstract,no,1,37
7,30,19,PNA,97.5,9751,positive,abstract,no,1,37
8,30,19,PNA,97.5,6469,negative,abstract,no,1,37
9,30,19,PNA,97.5,5063,positive,concrete,no,1,37
10,30,19,PNA,97.5,6577,positive,abstract,no,1,37
11,30,19,PNA,97.5,5332,positive,abstract,no,0,37
12,30,19,PNA,97.5,14499,negative,abstract,no,1,37
13,30,19,PNA,97.5,866,positive,concrete,no,0,37
14,30,19,PNA,97.5,5341,positive,concrete,no,1,37
15,30,19,PNA,97.5,4528,negative,concrete,no,1,37
16,30,19,PNA,97.5,3423,negative,concrete,no,0,37
17,30,19,PNA,97.5,3090,positive,concrete,no,1,37
18,30,19,PNA,97.5,3526,positive,abstract,no,1,37
19,30,19,PNA,97.5,6765,negative,concrete,no,1,37
20,30,19,PNA,97.5,3032,positive,abstract,no,0,37
1,31,21,F,100,5974,positive,abstract,no,0,37
2,31,21,F,100,5249,positive,concrete,no,1,37
3,31,21,F,100,5313,negative,abstract,no,1,37
4,31,21,F,100,7390,negative,concrete,no,1,37
5,31,21,F,100,6062,negative,concrete,no,1,37
6,31,21,F,100,8884,positive,concrete,no,1,37
7,31,21,F,100,4723,positive,concrete,no,1,37
8,31,21,F,100,6995,negative,abstract,no,0,37
9,31,21,F,100,7980,positive,abstract,no,0,37
10,31,21,F,100,7608,positive,abstract,no,0,37
11,31,21,F,100,8040,positive,concrete,no,0,37
12,31,21,F,100,6775,positive,concrete,no,1,37
13,31,21,F,100,5033,negative,abstract,no,1,37
14,31,21,F,100,5356,negative,abstract,no,1,37
15,31,21,F,100,6529,positive,abstract,no,0,37
16,31,21,F,100,7518,positive,abstract,no,1,37
17,31,21,F,100,6348,negative,abstract,no,1,37
18,31,21,F,100,11023,negative,concrete,no,0,37
19,31,21,F,100,7812,negative,concrete,no,1,37
20,31,21,F,100,7120,negative,concrete,no,0,37
1,32,22,M,97.5,8695,positive,abstract,no,0,44
2,32,22,M,97.5,6375,negative,concrete,no,1,44
3,32,22,M,97.5,9284,negative,abstract,no,1,44
4,32,22,M,97.5,8125,positive,concrete,no,1,44
5,32,22,M,97.5,9490,negative,abstract,no,1,44
6,32,22,M,97.5,9236,positive,concrete,no,1,44
7,32,22,M,97.5,13963,positive,abstract,no,0,44
8,32,22,M,97.5,10693,negative,concrete,no,1,44
9,32,22,M,97.5,17237,positive,abstract,no,0,44
10,32,22,M,97.5,13815,negative,concrete,no,1,44
11,32,22,M,97.5,15137,positive,abstract,no,0,44
12,32,22,M,97.5,16649,positive,concrete,no,0,44
13,32,22,M,97.5,12890,negative,abstract,no,1,44
14,32,22,M,97.5,17270,negative,abstract,no,0,44
15,32,22,M,97.5,6461,positive,concrete,no,1,44
16,32,22,M,97.5,16576,positive,abstract,no,0,44
17,32,22,M,97.5,14080,negative,concrete,no,1,44
18,32,22,M,97.5,7878,negative,abstract,no,0,44
19,32,22,M,97.5,8268,negative,concrete,no,1,44
20,32,22,M,97.5,8142,positive,concrete,no,1,44
1,33,50,F,85,9081,negative,concrete,no,1,24
2,33,50,F,85,10262,negative,abstract,no,0,24
3,33,50,F,85,13195,positive,abstract,no,0,24
4,33,50,F,85,7655,negative,concrete,no,1,24
5,33,50,F,85,6894,positive,concrete,no,1,24
6,33,50,F,85,10044,negative,concrete,no,1,24
7,33,50,F,85,11403,negative,concrete,no,1,24
8,33,50,F,85,9604,positive,concrete,no,1,24
9,33,50,F,85,10662,positive,abstract,no,0,24
10,33,50,F,85,9693,positive,abstract,no,1,24
11,33,50,F,85,11503,negative,abstract,no,0,24
12,33,50,F,85,12453,negative,abstract,no,0,24
13,33,50,F,85,13912,negative,abstract,no,1,24
14,33,50,F,85,9912,negative,abstract,no,0,24
15,33,50,F,85,7161,positive,concrete,no,1,24
16,33,50,F,85,8105,negative,concrete,no,1,24
17,33,50,F,85,8066,positive,abstract,no,0,24
18,33,50,F,85,6894,positive,concrete,no,1,24
19,33,50,F,85,6513,positive,concrete,no,1,24
20,33,50,F,85,7350,positive,abstract,no,0,24
1,34,46,M,100,5046,positive,abstract,no,0,37
2,34,46,M,100,5287,positive,abstract,no,0,37
3,34,46,M,100,6087,negative,abstract,no,1,37
4,34,46,M,100,9631,negative,abstract,no,1,37
5,34,46,M,100,5974,negative,abstract,no,1,37
6,34,46,M,100,10136,negative,abstract,no,0,37
7,34,46,M,100,7934,positive,concrete,no,1,37
8,34,46,M,100,5407,negative,concrete,no,1,37
9,34,46,M,100,4079,positive,concrete,no,1,37
10,34,46,M,100,5584,positive,concrete,no,1,37
11,34,46,M,100,6031,negative,abstract,no,1,37
12,34,46,M,100,4663,negative,concrete,no,1,37
13,34,46,M,100,7063,positive,abstract,no,1,37
14,34,46,M,100,4072,positive,concrete,no,1,37
15,34,46,M,100,6518,negative,concrete,no,1,37
16,34,46,M,100,10830,positive,abstract,no,1,37
17,34,46,M,100,6439,negative,concrete,no,1,37
18,34,46,M,100,5063,positive,concrete,no,1,37
19,34,46,M,100,4919,negative,concrete,no,1,37
20,34,46,M,100,4433,positive,abstract,no,1,37
1,35,21,F,93.75,2209,negative,abstract,no,0,23
2,35,21,F,93.75,2722,negative,abstract,no,0,23
3,35,21,F,93.75,1264,positive,concrete,no,1,23
4,35,21,F,93.75,847,negative,concrete,no,1,23
5,35,21,F,93.75,958,negative,abstract,no,0,23
6,35,21,F,93.75,819,positive,concrete,no,1,23
7,35,21,F,93.75,956,negative,concrete,no,1,23
8,35,21,F,93.75,910,positive,concrete,no,1,23
9,35,21,F,93.75,1205,negative,concrete,no,1,23
10,35,21,F,93.75,1158,positive,abstract,no,0,23
11,35,21,F,93.75,1571,positive,abstract,no,0,23
12,35,21,F,93.75,1020,negative,concrete,no,0,23
13,35,21,F,93.75,2954,positive,abstract,no,0,23
14,35,21,F,93.75,893,positive,concrete,no,1,23
15,35,21,F,93.75,1240,positive,concrete,no,1,23
16,35,21,F,93.75,892,positive,abstract,no,0,23
17,35,21,F,93.75,1030,negative,abstract,no,0,23
18,35,21,F,93.75,774,negative,concrete,no,1,23
19,35,21,F,93.75,1106,positive,abstract,no,0,23
20,35,21,F,93.75,1154,negative,abstract,no,0,23
1,36,22,M,85,6631,positive,concrete,no,1,33
2,36,22,M,85,4879,negative,concrete,no,1,33
3,36,22,M,85,3872,positive,abstract,no,0,33
4,36,22,M,85,6408,negative,abstract,no,1,33
5,36,22,M,85,4920,negative,abstract,no,1,33
6,36,22,M,85,3552,negative,abstract,no,0,33
7,36,22,M,85,7208,positive,concrete,no,1,33
8,36,22,M,85,6720,positive,concrete,no,1,33
9,36,22,M,85,3816,positive,abstract,no,0,33
10,36,22,M,85,8664,positive,abstract,no,0,33
11,36,22,M,85,6328,negative,concrete,no,1,33
12,36,22,M,85,3984,negative,concrete,no,1,33
13,36,22,M,85,6840,positive,concrete,no,1,33
14,36,22,M,85,2624,negative,abstract,no,1,33
15,36,22,M,85,5776,positive,abstract,no,1,33
16,36,22,M,85,9096,negative,concrete,no,0,33
17,36,22,M,85,6816,negative,concrete,no,1,33
18,36,22,M,85,13280,negative,abstract,no,0,33
19,36,22,M,85,6735,positive,abstract,no,0,33
20,36,22,M,85,5616,positive,concrete,no,1,33
1,37,21,F,96.25,5309,positive,concrete,no,1,43
2,37,21,F,96.25,4872,positive,abstract,no,0,43
3,37,21,F,96.25,4145,positive,concrete,no,1,43
4,37,21,F,96.25,3720,negative,abstract,no,0,43
5,37,21,F,96.25,5366,negative,abstract,no,0,43
6,37,21,F,96.25,5465,negative,concrete,no,1,43
7,37,21,F,96.25,3284,negative,concrete,no,1,43
8,37,21,F,96.25,3274,negative,abstract,no,0,43
9,37,21,F,96.25,2702,negative,concrete,no,1,43
10,37,21,F,96.25,8783,positive,concrete,no,0,43
11,37,21,F,96.25,4371,positive,abstract,no,0,43
12,37,21,F,96.25,5306,negative,concrete,no,1,43
13,37,21,F,96.25,6424,negative,concrete,no,1,43
14,37,21,F,96.25,5168,positive,concrete,no,1,43
15,37,21,F,96.25,5152,negative,abstract,no,1,43
16,37,21,F,96.25,6868,negative,abstract,no,1,43
17,37,21,F,96.25,5226,positive,abstract,no,0,43
18,37,21,F,96.25,5859,positive,abstract,no,0,43
19,37,21,F,96.25,10268,positive,abstract,no,0,43
20,37,21,F,96.25,5698,positive,concrete,no,1,43
1,38,25,F,88.75,7446,negative,concrete,no,1,32
2,38,25,F,88.75,5855,positive,concrete,no,1,32
3,38,25,F,88.75,7715,negative,abstract,no,1,32
4,38,25,F,88.75,4775,positive,concrete,no,1,32
5,38,25,F,88.75,11675,positive,concrete,no,0,32
6,38,25,F,88.75,14457,negative,abstract,no,0,32
7,38,25,F,88.75,4978,negative,abstract,no,0,32
8,38,25,F,88.75,16489,negative,abstract,no,0,32
9,38,25,F,88.75,6351,negative,abstract,no,1,32
10,38,25,F,88.75,7764,positive,abstract,no,0,32
11,38,25,F,88.75,13327,positive,abstract,no,0,32
12,38,25,F,88.75,11341,positive,abstract,no,0,32
13,38,25,F,88.75,9692,negative,concrete,no,1,32
14,38,25,F,88.75,10434,positive,abstract,no,0,32
15,38,25,F,88.75,5914,negative,concrete,no,1,32
16,38,25,F,88.75,8958,positive,concrete,no,1,32
17,38,25,F,88.75,5840,negative,concrete,no,1,32
18,38,25,F,88.75,5506,negative,concrete,no,1,32
19,38,25,F,88.75,2640,positive,concrete,no,1,32
20,38,25,F,88.75,1442,positive,abstract,no,0,32
1,39,21,F,100,1797,positive,abstract,no,0,29
2,39,21,F,100,1142,positive,abstract,no,0,29
3,39,21,F,100,1717,negative,abstract,no,0,29
4,39,21,F,100,1345,positive,abstract,no,0,29
5,39,21,F,100,3482,negative,concrete,no,1,29
6,39,21,F,100,1545,positive,abstract,no,0,29
7,39,21,F,100,2869,positive,concrete,no,1,29
8,39,21,F,100,6057,negative,abstract,no,0,29
9,39,21,F,100,4094,positive,concrete,no,1,29
10,39,21,F,100,2557,negative,concrete,no,1,29
11,39,21,F,100,1867,negative,concrete,no,1,29
12,39,21,F,100,2327,negative,concrete,no,1,29
13,39,21,F,100,1397,positive,abstract,no,0,29
14,39,21,F,100,2379,negative,abstract,no,0,29
15,39,21,F,100,2014,negative,concrete,no,1,29
16,39,21,F,100,2864,positive,concrete,no,1,29
17,39,21,F,100,2540,positive,concrete,no,1,29
18,39,21,F,100,7517,negative,abstract,no,1,29
19,39,21,F,100,3328,negative,abstract,no,0,29
20,39,21,F,100,2415,positive,concrete,no,1,29
1,40,62,F,97.5,15278,negative,abstract,no,0,24
2,40,62,F,97.5,12529,positive,concrete,no,0,24
3,40,62,F,97.5,7531,positive,concrete,no,1,24
4,40,62,F,97.5,8997,positive,abstract,no,0,24
5,40,62,F,97.5,9338,negative,concrete,no,1,24
6,40,62,F,97.5,11240,negative,concrete,no,1,24
7,40,62,F,97.5,11725,negative,abstract,no,0,24
8,40,62,F,97.5,9058,positive,concrete,no,1,24
9,40,62,F,97.5,7890,negative,abstract,no,0,24
10,40,62,F,97.5,7508,negative,concrete,no,1,24
11,40,62,F,97.5,9379,negative,concrete,no,1,24
12,40,62,F,97.5,7461,positive,abstract,no,0,24
13,40,62,F,97.5,6376,negative,abstract,no,0,24
14,40,62,F,97.5,5989,positive,concrete,no,1,24
15,40,62,F,97.5,7395,positive,concrete,no,1,24
16,40,62,F,97.5,6491,negative,abstract,no,1,24
17,40,62,F,97.5,8998,negative,concrete,no,0,24
18,40,62,F,97.5,6549,positive,abstract,no,0,24
19,40,62,F,97.5,7429,positive,abstract,no,0,24
20,40,62,F,97.5,6666,positive,abstract,no,0,24
1,41,22,F,98.75,5143,negative,concrete,no,1,29
2,41,22,F,98.75,6749,negative,abstract,no,1,29
3,41,22,F,98.75,9709,positive,concrete,no,0,29
4,41,22,F,98.75,7035,negative,concrete,no,1,29
5,41,22,F,98.75,6899,negative,concrete,no,1,29
6,41,22,F,98.75,11691,positive,abstract,no,1,29
7,41,22,F,98.75,6695,negative,abstract,no,1,29
8,41,22,F,98.75,14117,negative,abstract,no,1,29
9,41,22,F,98.75,5431,positive,concrete,no,1,29
10,41,22,F,98.75,9323,positive,concrete,no,1,29
11,41,22,F,98.75,4739,negative,abstract,no,1,29
12,41,22,F,98.75,8493,positive,concrete,no,1,29
13,41,22,F,98.75,9462,positive,abstract,no,0,29
14,41,22,F,98.75,6610,positive,concrete,no,1,29
15,41,22,F,98.75,6866,negative,concrete,no,1,29
16,41,22,F,98.75,8888,positive,abstract,no,0,29
17,41,22,F,98.75,9369,negative,abstract,no,1,29
18,41,22,F,98.75,11509,positive,abstract,no,1,29
19,41,22,F,98.75,9224,positive,abstract,no,1,29
20,41,22,F,98.75,5460,negative,concrete,no,1,29
1,42,56,F,87.5,7688,positive,concrete,no,1,32
2,42,56,F,87.5,6467,positive,abstract,no,0,32
3,42,56,F,87.5,3597,negative,abstract,no,0,32
4,42,56,F,87.5,7652,positive,abstract,no,0,32
5,42,56,F,87.5,5677,negative,concrete,no,1,32
6,42,56,F,87.5,5114,negative,abstract,no,0,32
7,42,56,F,87.5,6843,positive,abstract,no,0,32
8,42,56,F,87.5,7290,positive,abstract,no,0,32
9,42,56,F,87.5,3311,negative,abstract,no,0,32
10,42,56,F,87.5,6250,positive,concrete,no,1,32
11,42,56,F,87.5,7899,negative,abstract,no,1,32
12,42,56,F,87.5,5484,positive,concrete,no,1,32
13,42,56,F,87.5,5879,positive,concrete,no,1,32
14,42,56,F,87.5,6211,negative,concrete,no,1,32
15,42,56,F,87.5,11696,negative,abstract,no,0,32
16,42,56,F,87.5,12591,positive,abstract,no,0,32
17,42,56,F,87.5,7490,negative,concrete,no,1,32
18,42,56,F,87.5,4661,negative,concrete,no,1,32
19,42,56,F,87.5,2881,positive,concrete,no,1,32
20,42,56,F,87.5,1568,negative,concrete,no,1,32
1,43,48,F,96.25,6265,positive,abstract,no,0,28
2,43,48,F,96.25,6626,positive,abstract,no,0,28
3,43,48,F,96.25,6704,positive,abstract,no,0,28
4,43,48,F,96.25,6930,negative,abstract,no,1,28
5,43,48,F,96.25,4650,negative,concrete,no,1,28
6,43,48,F,96.25,5339,negative,concrete,no,1,28
7,43,48,F,96.25,5152,positive,concrete,no,1,28
8,43,48,F,96.25,5354,negative,abstract,no,0,28
9,43,48,F,96.25,5215,negative,abstract,no,0,28
10,43,48,F,96.25,4333,positive,concrete,no,1,28
11,43,48,F,96.25,4717,negative,concrete,no,1,28
12,43,48,F,96.25,5201,negative,concrete,no,1,28
13,43,48,F,96.25,4777,positive,abstract,no,0,28
14,43,48,F,96.25,5914,positive,abstract,no,0,28
15,43,48,F,96.25,5094,negative,concrete,no,1,28
16,43,48,F,96.25,3120,positive,concrete,no,1,28
17,43,48,F,96.25,4954,negative,abstract,no,1,28
18,43,48,F,96.25,6541,negative,abstract,no,1,28
19,43,48,F,96.25,6886,positive,concrete,no,0,28
20,43,48,F,96.25,5280,positive,concrete,no,1,28
1,44,36,F,82.5,6527,negative,concrete,no,1,32
2,44,36,F,82.5,2557,negative,abstract,no,0,32
3,44,36,F,82.5,7432,positive,concrete,no,1,32
4,44,36,F,82.5,1749,positive,abstract,no,0,32
5,44,36,F,82.5,13958,negative,abstract,no,0,32
6,44,36,F,82.5,9559,positive,concrete,no,1,32
7,44,36,F,82.5,10831,positive,abstract,no,0,32
8,44,36,F,82.5,2414,positive,abstract,no,0,32
10,44,36,F,82.5,5734,positive,concrete,no,1,32
11,44,36,F,82.5,2071,negative,concrete,no,1,32
12,44,36,F,82.5,2390,positive,abstract,no,0,32
13,44,36,F,82.5,2239,negative,concrete,no,1,32
14,44,36,F,82.5,1749,negative,abstract,no,0,32
15,44,36,F,82.5,2862,negative,abstract,no,0,32
16,44,36,F,82.5,2720,negative,concrete,no,1,32
17,44,36,F,82.5,2350,negative,concrete,no,1,32
18,44,36,F,82.5,1774,positive,abstract,no,0,32
19,44,36,F,82.5,3440,negative,abstract,no,0,32
20,44,36,F,82.5,1863,positive,concrete,no,1,32
1,45,22,F,75,9450,negative,concrete,no,1,25
2,45,22,F,75,7023,positive,concrete,no,1,25
3,45,22,F,75,10689,positive,concrete,no,1,25
4,45,22,F,75,6687,negative,abstract,no,0,25
5,45,22,F,75,4452,positive,concrete,no,1,25
6,45,22,F,75,10859,positive,abstract,no,0,25
7,45,22,F,75,9009,positive,abstract,no,1,25
8,45,22,F,75,7013,negative,abstract,no,0,25
9,45,22,F,75,8021,positive,abstract,no,1,25
10,45,22,F,75,14019,negative,abstract,no,1,25
11,45,22,F,75,8991,negative,concrete,no,1,25
12,45,22,F,75,7143,positive,concrete,no,1,25
13,45,22,F,75,8389,negative,concrete,no,1,25
14,45,22,F,75,6690,positive,concrete,no,1,25
15,45,22,F,75,9316,negative,abstract,no,0,25
16,45,22,F,75,12249,positive,abstract,no,1,25
17,45,22,F,75,9159,negative,concrete,no,1,25
18,45,22,F,75,9489,negative,abstract,no,0,25
19,45,22,F,75,14899,negative,concrete,no,1,25
1,46,21,M,70,2513,negative,concrete,no,0,26
2,46,21,M,70,2513,negative,abstract,no,1,26
3,46,21,M,70,3864,negative,abstract,no,1,26
4,46,21,M,70,4384,negative,abstract,no,0,26
5,46,21,M,70,5472,positive,concrete,no,1,26
6,46,21,M,70,5017,negative,concrete,no,0,26
7,46,21,M,70,4640,positive,abstract,no,0,26
8,46,21,M,70,4200,positive,abstract,no,1,26
9,46,21,M,70,8819,negative,abstract,no,1,26
10,46,21,M,70,6130,negative,abstract,no,0,26
11,46,21,M,70,5051,positive,concrete,no,1,26
12,46,21,M,70,2800,positive,abstract,no,0,26
13,46,21,M,70,6528,positive,concrete,no,1,26
14,46,21,M,70,7531,positive,concrete,no,0,26
15,46,21,M,70,3504,negative,concrete,no,1,26
16,46,21,M,70,2288,positive,abstract,no,0,26
17,46,21,M,70,3937,positive,concrete,no,1,26
18,46,21,M,70,3801,negative,concrete,no,1,26
19,46,21,M,70,1986,positive,abstract,no,0,26
20,46,21,M,70,5015,negative,concrete,no,1,26
1,47,23,F,96.25,8903,positive,abstract,no,0,34
2,47,23,F,96.25,5592,positive,concrete,no,1,34
3,47,23,F,96.25,9891,positive,abstract,no,0,34
4,47,23,F,96.25,4990,negative,abstract,no,0,34
5,47,23,F,96.25,9480,negative,abstract,no,1,34
6,47,23,F,96.25,5521,positive,abstract,no,0,34
7,47,23,F,96.25,10192,negative,concrete,no,1,34
8,47,23,F,96.25,6564,positive,concrete,no,1,34
9,47,23,F,96.25,6366,negative,concrete,no,1,34
10,47,23,F,96.25,10425,positive,concrete,no,0,34
11,47,23,F,96.25,12918,negative,concrete,no,0,34
12,47,23,F,96.25,8088,positive,abstract,no,0,34
13,47,23,F,96.25,8106,positive,concrete,no,1,34
14,47,23,F,96.25,9532,positive,abstract,no,0,34
15,47,23,F,96.25,8557,negative,abstract,no,1,34
16,47,23,F,96.25,5477,negative,concrete,no,1,34
17,47,23,F,96.25,5713,positive,concrete,no,1,34
18,47,23,F,96.25,13047,negative,abstract,no,1,34
19,47,23,F,96.25,8578,negative,concrete,no,1,34
20,47,23,F,96.25,7531,negative,abstract,no,1,34
1,48,36,M,92.5,7784,negative,abstract,no,1,40
2,48,36,M,92.5,8771,negative,concrete,no,1,40
3,48,36,M,92.5,6570,positive,concrete,no,1,40
4,48,36,M,92.5,8076,negative,abstract,no,0,40
5,48,36,M,92.5,10726,negative,abstract,no,1,40
6,48,36,M,92.5,10718,negative,abstract,no,1,40
7,48,36,M,92.5,7764,positive,concrete,no,1,40
8,48,36,M,92.5,9187,negative,concrete,no,1,40
9,48,36,M,92.5,14585,negative,concrete,no,1,40
10,48,36,M,92.5,9393,negative,concrete,no,1,40
11,48,36,M,92.5,14976,positive,abstract,no,1,40
12,48,36,M,92.5,10888,positive,abstract,no,0,40
13,48,36,M,92.5,17518,positive,abstract,no,0,40
14,48,36,M,92.5,14075,negative,abstract,no,0,40
15,48,36,M,92.5,12350,positive,abstract,no,0,40
16,48,36,M,92.5,17739,positive,concrete,no,1,40
17,48,36,M,92.5,7988,positive,concrete,no,1,40
18,48,36,M,92.5,15951,positive,abstract,no,0,40
19,48,36,M,92.5,7383,negative,concrete,no,1,40
20,48,36,M,92.5,9659,positive,concrete,no,1,40
1,49,66,M,100,6129,negative,abstract,no,0,40
2,49,66,M,100,8827,positive,abstract,no,0,40
3,49,66,M,100,9574,positive,abstract,no,0,40
4,49,66,M,100,7146,positive,concrete,no,1,40
5,49,66,M,100,10167,negative,abstract,no,1,40
6,49,66,M,100,7098,negative,abstract,no,1,40
7,49,66,M,100,10674,negative,abstract,no,0,40
8,49,66,M,100,7949,positive,abstract,no,0,40
9,49,66,M,100,9504,negative,concrete,no,1,40
10,49,66,M,100,7655,positive,concrete,no,1,40
11,49,66,M,100,10752,negative,concrete,no,1,40
12,49,66,M,100,8288,negative,concrete,no,1,40
13,49,66,M,100,9175,positive,abstract,no,0,40
14,49,66,M,100,9975,negative,concrete,no,1,40
15,49,66,M,100,6439,positive,concrete,no,1,40
16,49,66,M,100,7487,negative,abstract,no,1,40
17,49,66,M,100,11304,negative,concrete,no,1,40
18,49,66,M,100,7815,positive,abstract,no,0,40
19,49,66,M,100,5687,positive,concrete,no,1,40
20,49,66,M,100,10464,positive,concrete,no,1,40
1,50,73,F,100,6292,positive,concrete,no,1,42
2,50,73,F,100,11986,negative,concrete,no,1,42
3,50,73,F,100,10229,positive,concrete,no,1,42
4,50,73,F,100,8234,positive,abstract,no,0,42
5,50,73,F,100,8697,negative,abstract,no,0,42
6,50,73,F,100,7329,positive,concrete,no,0,42
7,50,73,F,100,13433,negative,abstract,no,0,42
8,50,73,F,100,6485,negative,concrete,no,1,42
9,50,73,F,100,8474,negative,concrete,no,1,42
10,50,73,F,100,14080,negative,abstract,no,1,42
11,50,73,F,100,9086,positive,abstract,no,0,42
12,50,73,F,100,9298,negative,abstract,no,1,42
13,50,73,F,100,8853,positive,abstract,no,0,42
14,50,73,F,100,6050,positive,concrete,no,1,42
15,50,73,F,100,8672,negative,concrete,no,1,42
16,50,73,F,100,9658,negative,concrete,no,1,42
17,50,73,F,100,7766,positive,abstract,no,0,42
18,50,73,F,100,13071,negative,abstract,no,1,42
19,50,73,F,100,11547,positive,abstract,no,0,42
20,50,73,F,100,8733,positive,concrete,no,1,42
1,51,24,M,97.5,12924,positive,abstract,no,0,21
2,51,24,M,97.5,15036,negative,abstract,no,1,21
3,51,24,M,97.5,8966,negative,concrete,no,1,21
4,51,24,M,97.5,5297,negative,abstract,no,1,21
5,51,24,M,97.5,6278,negative,concrete,no,1,21
6,51,24,M,97.5,7366,positive,abstract,no,0,21
8,51,24,M,97.5,8494,positive,abstract,no,1,21
9,51,24,M,97.5,5903,negative,abstract,no,1,21
10,51,24,M,97.5,7033,positive,concrete,no,1,21
11,51,24,M,97.5,9211,positive,concrete,no,0,21
12,51,24,M,97.5,5604,positive,concrete,no,1,21
13,51,24,M,97.5,6768,positive,concrete,no,1,21
14,51,24,M,97.5,17822,negative,abstract,no,0,21
15,51,24,M,97.5,6682,negative,concrete,no,0,21
16,51,24,M,97.5,12713,positive,concrete,no,0,21
17,51,24,M,97.5,17842,negative,concrete,no,0,21
18,51,24,M,97.5,9487,negative,concrete,no,1,21
19,51,24,M,97.5,9541,negative,abstract,no,1,21
20,51,24,M,97.5,12488,positive,abstract,no,1,21
1,52,29,M,86.25,9663,negative,abstract,no,0,35
2,52,29,M,86.25,8741,positive,concrete,no,0,35
3,52,29,M,86.25,5148,positive,abstract,no,0,35
4,52,29,M,86.25,4357,positive,concrete,no,1,35
5,52,29,M,86.25,7123,negative,concrete,no,1,35
6,52,29,M,86.25,4764,positive,concrete,no,1,35
7,52,29,M,86.25,5676,positive,abstract,no,0,35
8,52,29,M,86.25,4696,negative,concrete,no,1,35
9,52,29,M,86.25,7423,negative,abstract,no,0,35
10,52,29,M,86.25,7756,positive,abstract,no,0,35
11,52,29,M,86.25,5008,negative,abstract,no,0,35
12,52,29,M,86.25,6480,positive,abstract,no,0,35
13,52,29,M,86.25,9045,negative,concrete,no,1,35
14,52,29,M,86.25,6228,positive,abstract,no,0,35
15,52,29,M,86.25,8446,negative,concrete,no,1,35
16,52,29,M,86.25,6941,negative,concrete,no,1,35
17,52,29,M,86.25,4785,positive,concrete,no,1,35
18,52,29,M,86.25,8609,negative,abstract,no,1,35
19,52,29,M,86.25,4711,positive,concrete,no,1,35
20,52,29,M,86.25,9463,negative,abstract,no,1,35
1,53,27,M,78.75,4724,positive,concrete,no,1,32
2,53,27,M,78.75,2719,positive,abstract,no,0,32
3,53,27,M,78.75,2371,positive,concrete,no,1,32
4,53,27,M,78.75,2819,negative,abstract,no,0,32
5,53,27,M,78.75,3004,positive,concrete,no,1,32
6,53,27,M,78.75,2993,positive,abstract,no,0,32
7,53,27,M,78.75,1951,negative,concrete,no,1,32
8,53,27,M,78.75,2062,negative,concrete,no,1,32
9,53,27,M,78.75,1341,positive,abstract,no,0,32
10,53,27,M,78.75,1392,negative,abstract,no,0,32
11,53,27,M,78.75,2784,positive,abstract,no,0,32
12,53,27,M,78.75,2030,positive,concrete,no,1,32
13,53,27,M,78.75,2256,negative,concrete,no,1,32
14,53,27,M,78.75,1198,positive,concrete,no,1,32
15,53,27,M,78.75,1775,negative,concrete,no,0,32
16,53,27,M,78.75,2415,negative,abstract,no,0,32
17,53,27,M,78.75,1626,negative,abstract,no,0,32
18,53,27,M,78.75,1361,negative,abstract,no,0,32
19,53,27,M,78.75,1326,positive,abstract,no,0,32
20,53,27,M,78.75,2685,negative,concrete,no,1,32
1,54,33,M,86.25,5363,negative,concrete,no,1,39
2,54,33,M,86.25,6975,negative,concrete,no,1,39
3,54,33,M,86.25,4167,negative,concrete,no,1,39
4,54,33,M,86.25,3681,positive,abstract,no,0,39
5,54,33,M,86.25,3485,positive,abstract,no,0,39
6,54,33,M,86.25,5862,positive,concrete,no,1,39
7,54,33,M,86.25,5974,negative,concrete,no,1,39
8,54,33,M,86.25,5929,positive,abstract,no,0,39
9,54,33,M,86.25,3644,positive,concrete,no,1,39
10,54,33,M,86.25,5169,negative,concrete,no,1,39
11,54,33,M,86.25,2637,negative,abstract,no,0,39
12,54,33,M,86.25,6931,negative,abstract,no,0,39
13,54,33,M,86.25,5734,negative,abstract,no,0,39
14,54,33,M,86.25,10156,negative,abstract,no,1,39
15,54,33,M,86.25,3779,positive,abstract,no,0,39
16,54,33,M,86.25,4791,positive,concrete,no,0,39
17,54,33,M,86.25,13485,positive,concrete,no,1,39
18,54,33,M,86.25,3311,positive,concrete,no,1,39
19,54,33,M,86.25,8791,negative,abstract,no,1,39
20,54,33,M,86.25,12181,positive,abstract,no,0,39
1,55,58,F,92.5,4101,negative,abstract,no,0,25
2,55,58,F,92.5,7450,positive,abstract,no,0,25
3,55,58,F,92.5,7249,negative,concrete,no,1,25
4,55,58,F,92.5,5254,negative,abstract,no,1,25
5,55,58,F,92.5,8617,negative,concrete,no,1,25
6,55,58,F,92.5,4367,positive,abstract,no,0,25
7,55,58,F,92.5,7937,positive,concrete,no,1,25
8,55,58,F,92.5,4734,positive,concrete,no,1,25
9,55,58,F,92.5,2852,positive,concrete,no,1,25
10,55,58,F,92.5,4584,positive,concrete,no,1,25
11,55,58,F,92.5,5962,positive,abstract,no,1,25
12,55,58,F,92.5,5558,negative,abstract,no,1,25
13,55,58,F,92.5,14583,negative,concrete,no,1,25
14,55,58,F,92.5,4437,negative,abstract,no,1,25
15,55,58,F,92.5,7183,negative,concrete,no,1,25
16,55,58,F,92.5,7031,negative,concrete,no,1,25
